gene_name,Model1_count,Model2_count,Model3_count,Positive1_count,Positive2_count,Positive3_count
Ctf1,1,2,2,2,2,3
Ikbke,1784,1955,2457,2313,2589,2147
Arl15,483,401,581,322,383,285
RP24-178G20.1,0,0,0,0,0,0
Klk1b14-ps,0,0,0,0,0,0
B3galt5,9,16,4,5,9,2
Lcmt2,170,121,185,113,111,80
Ifit3,20,21,17,23,26,9
Eif4e1b,0,0,0,0,0,0
Sptbn5,16,16,16,5,4,0
Ighv7-3,6,5,7,4,0,0
Ighv7-2,0,0,0,0,0,0
Prkaca,547,307,543,193,314,167
Fam133b,1410,1416,1409,1118,1164,915
Ddx39,1474,1022,1820,577,623,456
Pcgf5,655,491,713,380,634,429
Dnajb1,580,390,701,327,514,297
Syvn1,867,451,971,372,379,190
Rpp30,232,243,219,126,147,114
Ankrd1,0,0,4,0,0,0
Il27ra,49,22,25,17,14,4
Prss34,113,72,54,49,100,27
Gm10065,0,0,0,0,0,0
Ptk2b,1812,1461,2123,2063,2190,1574
Plac8l1,2,0,2,0,0,0
1700112K13Rik,0,0,0,0,0,0
Gm13236,0,0,0,0,0,0
Gm11985,0,0,0,0,0,0
Gm13554,0,0,0,0,0,0
Gm16076,0,1,0,0,0,0
4930577H14Rik,0,0,0,0,0,0
Tbx3os1,0,1,0,0,0,0
AV039307,4,2,4,3,0,3
Gm13561,2,0,1,1,0,2
Gm22,2,0,3,0,1,1
Hist1h1e,1504,1586,2544,1040,1451,1118
Ranbp1,617,589,648,263,609,236
Tap1,1033,846,1329,766,731,530
9130019O22Rik,174,136,147,93,120,73
Prr14,467,432,629,519,537,409
RP24-475M20.2,0,0,0,0,0,0
Fgf21,0,0,0,0,0,0
Bcat2,659,459,814,370,449,249
Hsd17b14,7,6,7,1,4,2
Nucb1,3365,2030,4464,1058,1608,860
Usp45,592,938,1012,897,968,717
Hypm,0,0,0,0,0,1
Sgms1,836,580,423,693,672,539
Cdh12,0,0,0,0,0,0
Atp6v1f,312,325,366,220,234,164
Arglu1,682,577,678,638,650,503
Fam149a,6,4,4,13,4,4
Gpr1,0,0,1,0,0,0
Pip5kl1,4,7,4,5,4,6
RP24-457L7.3,0,0,0,0,0,0
Pfkfb2,411,435,326,407,375,295
Cacna1s,0,12,3,18,0,3
Ddx59,138,99,121,57,87,72
C4bp,0,3,0,0,0,0
Olfr1459,0,0,0,0,0,0
Cd55b,4,1,1,5,11,2
Tcea1,1942,1931,1867,1583,2052,1369
Gm13271,0,0,0,0,0,0
Trav14d-3-dv8,6,0,0,4,2,0
Olfr491,0,0,0,0,0,0
A630076J17Rik,2,0,0,0,0,0
Gm20888,0,0,0,0,0,0
Dnajb7,6,0,2,8,1,3
Cldn14,0,0,0,0,0,0
Kif20a,1899,1562,2758,780,1226,878
Brd8,3156,3165,4046,2817,3028,2432
Tas2r139,0,0,0,0,0,0
Pbp2,0,0,0,0,0,0
Cacna1d,168,146,132,134,100,76
Il17rb,90,44,13,26,26,12
Rad51c,181,166,266,215,256,254
1700016C15Rik,0,0,0,0,0,0
Adss,2677,2613,2562,1672,2171,1657
Gm11290,0,1,0,0,2,0
Gm15638,0,0,0,0,0,0
Platr9,0,0,0,0,0,0
Gm13012,93,86,95,36,87,50
Gm15584,0,0,0,0,0,0
4933406K04Rik,0,0,0,0,0,0
Gm5177,0,0,0,0,0,0
Gm26944,28,26,20,30,42,40
Gm26945,3,0,1,0,1,0
Gm4285,34,40,33,15,17,14
Gm15612,13,16,16,31,28,35
Adgb,13,14,22,14,7,19
Cetn1,0,0,0,0,0,0
Pcdhb9,8,7,4,5,0,2
Gm13711,2,4,3,4,4,7
Gm15167,0,0,0,0,0,0
Gm13282,2,6,0,3,0,3
Gm15372,277,325,203,313,188,259
Syt13,2,3,7,12,8,2
Capn15,331,217,400,215,217,167
Mapk8ip1,5,3,2,0,3,1
Gm14601,1,0,0,0,0,0
Mrgprb4,0,0,0,0,0,0
Taf7l,1,0,3,0,0,0
Cyp11b1,0,0,0,0,0,0
Cytip,2819,2951,2544,2514,2849,2234
Col5a1,152,131,369,290,775,540
Chil1,3283,5696,4817,5483,8185,5532
Plcxd1,2,0,0,0,0,0
A730045E13Rik,0,0,0,0,0,0
Fcnb,1325,3420,276,2445,858,636
Mertk,335,314,219,119,150,120
Cd8a,31,7,7,6,1,6
Dppa3-ps,0,0,0,0,0,0
Olfr996,0,0,0,0,0,0
Gm43793,13,20,8,14,15,8
Gm43152,1,0,2,0,3,0
Gm38404,0,0,0,0,0,0
Gm43810,27,26,25,32,31,21
Gm9257,0,0,0,0,0,0
Scgb1b3,0,0,0,0,0,0
Gm10697,0,0,0,0,0,0
AC133103.4,0,0,0,0,0,0
Zfp799,635,451,556,342,269,263
Gm7919,0,0,0,0,0,0
Btnl6,0,0,0,0,0,0
Gm20438,0,0,0,0,0,0
Vmn1r-ps67,0,0,0,0,0,0
Vmn2r-ps42,0,0,0,0,0,0
Vmn2r-ps47,0,0,0,0,0,0
Olfr762-ps1,0,0,0,0,0,0
Vmn1r-ps74,0,0,0,0,0,0
Gm7903,0,0,0,0,0,0
Gm28483,0,0,0,0,0,0
Gm20804,0,0,0,0,0,0
Gm21880,0,0,0,0,0,0
Gm28547,0,0,0,0,0,0
Gm29181,0,0,0,0,0,0
Gm20863,0,0,0,0,0,0
Trav4d-4,0,0,0,0,0,0
Arrdc2,234,152,139,120,86,88
Gm29205,2,2,2,2,4,2
Igkv2-137,1,0,0,3,0,0
AI597479,431,313,402,230,248,181
Gm29552,0,0,0,0,0,0
Mrgprb11-ps,0,0,0,0,0,0
Cyb561d1,299,244,316,317,308,255
Olfr1283,0,0,0,0,0,0
Gm29316,0,0,0,0,0,0
2810013P06Rik,194,207,203,155,173,121
Thg1l,430,200,395,76,127,53
Gm28168,0,0,0,0,0,0
Gm29101,0,0,0,0,0,0
Gm21647,0,0,0,0,0,0
Gm29318,0,0,0,0,0,0
Gm28111,0,0,0,0,0,0
Gm28581,0,0,0,0,0,0
Gm28131,0,0,0,0,0,0
Gm28983,0,0,0,0,0,0
Zc3h18,1542,991,1874,1037,1207,889
Casd1,1525,1473,1457,1687,1921,1616
Olfr1085,0,0,0,0,0,0
Cep120,1043,816,1204,677,900,657
1700015O11Rik,0,0,0,0,0,0
Gm26608,1,1,0,0,2,0
Gm26609,0,0,0,0,0,0
1700101I11Rik,3,0,4,3,1,0
Gm26610,13,9,3,11,9,10
Gm26611,0,2,0,0,0,0
Gm26612,0,0,0,0,0,0
Slc47a1,0,0,0,1,0,0
Olfr1090,0,0,0,0,0,0
Rpusd1,113,65,106,64,54,49
Pla2g5,1,1,2,0,0,0
Vps16,773,664,921,516,656,430
Gm20611,0,0,0,0,0,0
Cxcr3,19,13,13,11,11,2
Gja4,4,4,3,0,0,0
Krtap24-1,0,0,0,0,0,0
Rab26os,34,16,25,20,16,4
Gm18396,0,0,0,0,0,0
Obox4-ps8,0,0,0,0,0,0
RP23-200M5.6,0,0,2,0,0,0
Olfr785,0,0,0,0,0,0
RP24-183K24.2,0,0,0,0,0,0
Zfand4,121,164,109,110,150,86
RP24-457L7.4,0,0,0,0,0,0
RP23-402P24.6,4,2,4,3,4,9
Olfr1079,0,0,0,0,0,0
Serpina3h,22,13,27,26,11,12
Mmrn2,59,31,29,44,16,9
Arhgap32,350,183,213,127,148,96
Gk5,295,447,556,599,695,690
Etaa1,856,850,762,776,949,863
Pom121l2,1,4,10,1,1,1
Adgre1,954,661,355,202,220,189
C1qa,115,87,147,55,61,54
Arhgef26,11,3,4,4,6,4
Arhgap33,102,70,80,128,74,97
Acaa2,719,576,611,78,216,233
Top3b,1417,1320,1880,1237,1222,1075
Cx3cr1,202,69,63,50,29,34
Mblac1,76,28,44,25,18,20
Dlg1,1158,1257,1278,1317,1543,1252
Ppil2,1601,1369,1652,1245,1446,1048
Senp5,998,762,664,743,783,634
Ypel1,43,12,19,19,11,12
Ncbp2,801,499,770,309,447,307
RP23-355N5.6,3,0,3,6,2,2
RP23-259J8.5,303,307,281,337,256,288
CH25-625A20.2,45,64,60,55,47,60
RP23-353M17.4,0,0,0,0,0,0
RP23-210L10.3,0,0,0,0,0,0
RP23-113N18.1,0,0,0,0,0,0
Camta2,541,400,517,463,471,280
Creg1,1869,1233,1465,617,758,527
St8sia4,9685,8474,6305,7333,5890,6033
Sh3pxd2b,453,391,414,181,139,144
Gm2007,5,7,4,6,5,3
Klc3,1,0,0,0,0,0
Igkv6-25,2,0,0,1,0,0
Gm21773,0,0,0,0,0,0
Gm37231,0,0,0,0,0,0
Gm37233,816,767,1073,793,963,553
Gm19938,0,0,0,0,0,0
Gm37234,0,0,0,0,0,0
Gm37235,0,0,0,0,0,1
Gm19331,3,0,1,5,0,2
Gm21443,0,0,0,0,0,0
Gm37236,0,0,0,0,0,0
Pld4,2507,1284,1818,762,827,478
Aldh1a2,1,1,0,2,9,1
Peo1,323,234,333,99,149,105
Mrpl43,322,250,392,125,152,80
Ybx1,4076,2817,4631,1317,1592,1036
Mogat1,0,0,1,0,0,0
Ccdc30,8,9,1,0,0,4
Cwf19l1,365,227,364,174,196,166
Scd2,3176,2435,4493,2411,2456,1486
Hivep3,165,105,95,141,95,101
Ctps,695,402,839,313,340,221
Ndufb8,493,357,552,213,287,190
Sema4g,14,7,8,6,13,6
Dyrk2,313,162,217,115,112,68
Mmd2,1,0,0,0,0,0
Eme1,415,340,336,221,214,191
Myo16,1,0,0,3,3,0
Osbpl2,985,1059,1474,1096,1478,967
Pop5,63,34,60,24,31,24
Hrh3,0,0,0,0,0,0
Ak5,7,1,4,8,0,6
Pla2g7,2329,2290,1232,471,530,511
Slc25a27,78,62,74,59,74,58
Flywch2,5,1,9,3,5,0
Gpc3,47,50,122,22,87,29
Tnfrsf21,1320,1074,1886,1288,1533,1068
Mep1a,0,0,0,0,0,0
Cenpq,661,845,728,664,863,749
Adgrf4,3,2,0,0,0,0
Gbx1,0,0,0,0,0,0
Gm36930,41,50,42,42,50,37
BC003965,223,190,254,142,125,111
Gm28991,0,0,0,0,0,0
Tbx3,0,2,0,2,8,1
Gm17175,0,0,0,0,0,0
Phf11c,241,227,231,205,264,234
4921509A06Rik,0,0,0,0,0,0
Gm3077,0,0,0,0,0,0
Gm3182,0,1,0,0,0,0
2010111I01Rik,1037,805,1069,719,796,572
Olfr547,0,0,0,0,0,0
5430420F09Rik,194,154,103,167,111,113
Gm37477,0,0,0,0,0,0
Sema4d,747,634,692,635,538,556
Gm37478,0,0,0,0,0,3
Gadd45g,52,57,119,93,113,55
Gm37480,0,0,0,0,0,0
Ighv1-19-1,0,0,0,0,0,0
Gm37240,50,25,18,15,14,8
Gm37481,0,0,0,0,0,0
Grk4,70,87,68,110,132,142
Gm37241,0,0,1,2,0,0
Olfr573-ps1,0,0,0,0,0,0
Mospd4,0,1,3,0,0,0
2900035J10Rik,10,3,3,1,1,1
Rpl12,416,418,492,291,302,275
RP24-363O21.3,2,2,8,1,1,2
Pogz,978,734,1035,726,645,515
Ccdc68,4,3,1,1,2,0
Gm43355,0,0,1,1,2,0
Kat7,1897,1284,2207,1204,1392,1209
Gm42994,22,27,18,47,58,26
Gm43568,17,12,7,3,3,5
Gm43742,0,0,0,0,0,0
Gm28318,0,0,0,0,0,0
Psmb9,445,373,503,337,336,234
Gm16157,2,0,0,0,1,0
2810403D21Rik,277,249,219,222,232,213
Rgag4,116,40,41,23,28,33
Gm29172,0,0,0,0,0,0
Gm29651,0,0,0,0,0,0
CH25-241D1.2,0,0,0,0,0,0
Rspo4os,5,7,7,3,4,5
Gm13348,0,0,0,0,0,0
Gm28472,0,0,0,0,0,0
Gm29248,0,0,0,0,0,0
Gm29326,0,0,0,0,0,0
Gm21838,0,0,0,0,0,0
Gm28505,0,0,0,0,0,0
Poc1b,354,314,475,204,397,225
Uhrf1bp1l,3024,2690,3195,2814,3261,2541
1700016K19Rik,0,0,1,0,0,0
Nlrp4f,0,0,0,0,2,0
Foxj3,1194,943,1185,1106,1224,801
Chpf,22,3,17,9,3,1
Polrmt,333,192,388,110,127,49
Nudcd2,654,555,647,289,382,266
Gm34217,0,0,0,0,0,0
Mdh1,1600,2157,1481,817,889,778
Sp3os,29,35,34,21,36,30
Kif18a,1653,1877,1410,1634,1851,1564
Fstl3,32,28,47,26,39,20
Itga6,2629,1331,2050,1456,1513,1045
Ccng1,2852,3038,2466,2552,3029,2365
Gng7,18,14,19,22,44,19
4930467E23Rik,0,0,0,0,0,0
Crebrf,1932,1956,1301,2100,2609,2030
Gm20887,0,0,0,0,0,0
Gm28799,0,0,0,0,0,0
Olfr1392,1,0,0,0,0,1
Gm2427,1,1,1,1,0,2
Gm28273,0,0,0,0,0,0
Gm29507,0,0,0,0,0,0
Gm28137,0,0,0,0,0,0
Gm5734,0,0,0,0,0,0
Gm5082,1,4,1,4,3,3
Msi1,7,3,0,0,0,1
Fgfr3,11,3,5,1,1,0
Gm20389,0,0,0,0,0,0
Piwil2,20,21,12,9,10,10
Mrpl44,417,280,467,145,203,104
Serpine2,475,255,455,265,329,188
Farsb,971,931,1053,380,491,315
Alppl2,0,0,0,0,0,0
Ecel1,0,0,0,0,0,0
Cops7b,419,358,429,282,338,293
Nppc,0,0,0,0,0,0
Ryr1,107,123,82,111,75,52
Psmd8,1536,1114,1833,586,829,596
Fam98c,219,168,256,149,149,114
Gm37560,0,0,0,0,0,0
Nfkbib,192,128,218,84,113,58
Fbxo17,51,42,60,77,104,71
Prss29,0,0,0,0,0,0
Ccdc182,0,0,0,0,0,0
Rpap1,579,360,592,226,239,166
Ccdc17,59,51,55,65,60,42
Fgd5,64,41,50,37,29,27
Gm14548,350,301,388,353,498,363
2610203C20Rik,7,10,12,36,18,25
Nop9,847,465,887,340,416,250
Gm15930,31,29,20,33,43,26
Gm15448,86,35,34,74,87,55
Irx1,0,0,0,0,0,0
Dmkn,194,320,504,212,162,129
Slc4a4,20,7,18,5,3,1
Etd,0,0,0,0,0,0
Homer3,231,156,211,147,181,93
Nagpa,461,158,360,92,126,55
Gm38329,8,9,4,13,13,16
Gm11360,0,0,0,0,0,0
Wrb,242,144,231,97,184,91
4933406P04Rik,15,12,17,12,18,16
4930444G20Rik,0,0,0,0,0,0
Gm11568,0,0,0,0,0,0
Gm11563,0,0,0,0,0,0
Bloc1s6,809,703,921,586,816,559
Bnip3l-ps,1179,1164,969,1003,1508,969
Mmp8,6144,7936,3688,13504,18596,14611
Sqrdl,702,1090,792,1443,1971,1426
Slc30a4,305,268,265,128,164,101
5730507C01Rik,0,0,0,0,0,0
Klkb1,0,0,0,0,0,0
Cbr4,179,189,150,106,131,121
Sh3rf1,309,155,213,107,156,115
Nek1,834,680,949,641,658,625
Gm42870,0,0,0,0,0,3
Mfap3l,496,227,280,510,357,313
Catsperg1,57,68,79,77,64,54
Gm5297,14,4,8,1,2,4
Gm42470,1,0,1,1,1,0
Zbtb14,709,558,897,557,786,580
Morn4,37,18,35,16,10,7
Gm37242,4,12,6,29,22,17
Nacc2,325,146,225,146,97,89
Camsap1,481,307,494,241,279,210
Gpsm1,195,76,100,71,57,57
1700019N19Rik,0,0,0,0,0,0
Lcn3,0,0,0,0,0,0
Lcn5,0,0,0,0,0,0
Lhx3,0,0,0,0,0,0
Fcna,58,44,52,33,61,43
Tmem141,59,53,42,54,37,34
Gm1966,12696,15216,11733,16549,13593,12769
Nlrp4c,0,0,0,0,0,0
Ptpn11,2854,1678,2678,1519,1574,1101
Fip1l1,1941,2249,2367,1978,2238,1858
Uchl1,0,2,0,0,1,0
Cct5,4780,3787,5004,1430,2037,1208
Ankrd33b,51,77,41,161,118,115
Ropn1l,12,14,5,13,15,12
Chic2,1229,1315,1154,1489,1691,1412
Lnx1,1,9,2,0,2,0
Mia2,0,0,0,0,0,0
Lzts2,85,31,41,15,13,7
Eqtn,4,3,6,4,6,2
Ift74,253,251,186,144,160,113
Plaa,2499,2049,2447,1362,1478,1211
Cyp2j13,0,0,0,0,0,0
Hook1,607,587,649,502,462,432
Fggy,244,226,302,184,175,159
Caap1,492,428,547,465,560,441
Kctd4,0,0,0,0,0,0
Gm37243,0,0,0,0,0,0
Gm37244,0,0,0,0,0,0
Gm37245,0,0,0,0,0,0
2610012C04Rik,17,12,3,21,10,12
3110062G12Rik,81,116,70,102,155,94
BC085271,44,43,42,34,36,20
Tmem80,91,86,116,129,80,85
Mybl2,1609,1245,2144,862,868,713
Sra1,365,319,368,242,289,204
Atp5g1,181,124,216,67,105,49
Lmntd2,11,9,21,18,8,6
Olfr692,0,0,0,0,0,0
Snf8,571,420,719,246,391,287
Zfp386,1638,1441,1118,1238,1071,1045
Tmcc2,627,117,165,123,316,58
Myo3b,6,2,2,1,4,3
Fzd3,57,39,45,72,70,62
Ift22,315,280,285,152,145,88
Lmo2,1333,273,850,481,966,206
Oas2,177,211,192,488,365,239
Nlrp3,332,211,208,180,161,163
Fbxo48,236,203,267,255,274,225
Napepld,116,85,126,64,85,51
Mroh3,0,0,0,0,0,0
E230016M11Rik,151,119,52,80,57,50
Gm14764,0,0,0,0,0,0
Gm13759,0,0,0,0,0,0
Gm4750,3,1,6,3,4,2
Gm1305,1,0,1,1,1,1
Gm12865,0,0,0,0,0,0
Olfr433,48,28,23,20,10,11
Olfr808,0,0,0,0,0,0
Hhatl,0,3,0,0,0,0
Nktr,5952,5169,6542,6678,7311,6125
Deb1,77,94,105,92,87,64
Pccb,431,241,399,94,128,99
Vipr1,10,23,27,39,61,51
2410080I02Rik,0,0,0,0,0,1
Serpina3k,0,0,1,0,1,0
Olfr66,0,0,0,0,0,0
Gm16026,44,67,61,117,98,99
Ccdc178,0,0,0,0,0,0
Gm7609,5,5,1,3,4,0
Cdh2,68,43,46,44,36,26
Tmprss11g,0,0,0,0,0,0
Cldn34c1,17,12,3,5,9,1
Kifc5b,476,458,744,348,415,352
Myo1f,3681,3119,4175,4761,5596,3859
Pfdn6,241,173,278,113,93,57
Tapbp,2198,1471,2607,1043,1041,652
Has2os,0,0,1,3,7,6
Scml1,0,0,0,0,0,0
Olfr1288,0,0,0,0,0,0
Gm13782,0,2,0,0,0,0
Lrrc3c,0,0,0,0,0,0
Chn1os3,1,1,0,0,4,5
Gm11755,5,3,0,0,4,4
Gm13709,0,0,0,0,0,0
Ccdc141,3,11,5,6,4,10
Gm12972,0,1,0,0,0,0
Irf2bp1,345,181,362,191,179,119
Als2cl,79,40,80,37,31,20
Npb,4,4,5,2,4,4
Nfix,178,136,197,77,88,65
Nacc1,1800,988,2002,828,953,594
Trp53,1053,504,1140,426,416,346
Ccdc28a,173,168,131,96,151,95
Tor4a,1010,890,1452,934,1157,830
Stard6,10,15,19,7,19,16
Hagh,337,257,331,165,198,156
Olfr419,0,0,0,0,0,0
Mbp,925,608,860,733,924,619
5730559C18Rik,0,2,0,0,0,0
Olfr1284,0,0,0,0,0,0
Ccdc64,41,55,63,60,72,25
Entpd3,7,60,153,28,59,30
Ccdc126,311,369,386,582,871,645
Olfr161,0,0,0,0,0,0
Frat2,251,184,240,101,185,108
Ankrd34c,0,2,0,0,0,0
Zfp235,270,231,230,177,196,82
Gm17604,0,0,0,0,0,0
Gm38380,325,301,214,482,437,433
Mcfd2,544,389,1060,356,420,59
Fam83d,256,195,342,154,201,142
Tubgcp6,1179,784,1191,957,1022,795
Wisp2,8,9,14,17,15,11
Msh2,1205,713,1022,545,693,499
Tti1,587,291,849,341,789,292
Rprd1b,305,241,387,258,290,213
Ralgapb,2327,2084,2818,2115,2552,1926
Gm13219,0,0,0,0,0,0
4930564D02Rik,0,0,0,0,0,0
Gtf2a1l,0,0,0,0,0,0
Meiob,12,17,11,10,18,13
RP23-324J22.6,0,0,0,0,0,0
Gm28745,0,0,0,0,0,0
Fam105a,820,679,851,453,462,345
9330159F19Rik,0,3,0,0,0,1
Sst,0,0,0,0,0,0
Gata5os,0,0,0,0,0,0
Cul3,3835,3398,3810,3187,3908,3489
Olfr240-ps1,0,0,0,0,0,0
Mageb17-ps,0,0,0,0,0,0
Hnrnpr,4456,3948,4057,4019,4021,3324
Ubr4,6583,4649,7852,4885,5801,3753
Gm13023,0,0,0,0,0,0
Oog2,0,0,0,0,0,0
Ppp1r2-ps6,37,37,50,54,86,69
Trav6-6,0,0,0,0,0,0
Vmn2r56,0,0,0,0,0,0
Gm21775,0,0,0,0,0,0
Chst3,205,25,24,15,11,13
Ighv2-4,0,0,0,0,0,0
Gm20917,0,0,0,0,0,0
Vmn1r77,0,0,0,0,0,0
Gm15522,0,0,0,0,0,0
Gm12063,0,2,0,0,0,0
Gm12089,8,4,3,7,1,2
Gm12295,0,0,0,0,0,0
Gm13617,0,0,0,0,0,0
Gm7580,0,0,0,0,0,0
Gm16252,9,6,2,2,1,0
Gm10785,3,7,8,6,4,6
4930432E11Rik,0,0,0,0,0,0
Slc26a1,7,4,3,5,9,0
Spz1,0,0,0,0,0,0
Mia,2,4,3,2,2,2
Gm15651,10,13,7,9,1,11
Gm14057,19,18,15,21,18,18
Fcor,36,57,74,32,34,30
Gm12494,0,0,0,0,0,0
Gm15914,0,0,0,0,0,0
Tnfsf13,101,214,133,174,226,121
Gm15371,190,171,94,171,142,149
Oog3,0,0,0,0,0,0
Scaf11,5021,3873,6111,3371,4245,3230
AI314180,6068,5394,6607,4790,5153,4223
Olfr332,0,0,0,0,0,0
Olfr1441,0,0,0,0,0,0
Nav1,877,451,551,378,212,251
Olfr330,0,0,0,0,0,0
RP24-67N3.4,0,0,0,1,0,0
Gm12974,4,5,6,3,3,3
Gm11342,15,57,17,117,83,98
RP23-411N5.1,0,0,0,0,0,0
D930015M05Rik,3,0,0,0,1,3
Gm15350,0,0,0,0,0,0
Gm15419,0,0,0,0,0,0
Gm11213,0,0,0,0,0,0
Gm13972,0,1,0,0,0,0
Gm12436,0,0,0,0,0,0
Ubl5,530,484,650,326,371,249
Gm43538,0,0,0,0,0,0
Gm43270,1,0,5,2,0,0
Gm43484,448,443,392,643,543,464
Gm43074,0,0,0,0,0,0
Gm43610,0,0,0,0,0,0
Pvrig-ps,1,0,0,1,0,2
Gm43613,0,0,0,1,0,0
Gm15624,0,0,0,0,0,0
Vmn2r-ps23,0,0,0,0,0,0
Gm15640,0,0,0,0,0,0
Gm15987,1844,1462,1471,1836,1167,1327
Gm12158,0,0,0,0,0,0
Sox5os3,0,0,0,0,0,0
4930470G03Rik,0,0,0,0,0,0
Olfr373,0,0,1,1,1,2
Gm21776,0,0,0,0,0,0
Eepd1,462,402,466,371,436,332
Gm12728,2,2,2,1,1,0
Aldoc,18,24,39,28,33,37
Gm17354,58,47,4,33,31,26
Gm20837,0,0,0,0,0,0
RP24-192F23.1,0,0,0,0,0,0
RP23-407J24.3,0,0,0,0,0,0
Snhg1,1052,957,972,748,705,547
RP24-191C15.5,0,0,0,0,0,0
RP23-441G5.2,0,0,0,0,0,0
RP23-432D9.7,0,0,0,0,0,0
RP24-63B10.1,0,0,0,0,0,0
RP23-74K24.10,0,0,0,0,0,0
Pacsin2,1343,838,1079,786,1047,681
Olfr462,0,0,0,0,0,0
RP24-183K24.1,0,0,0,0,0,0
RP23-406J21.3,103,154,114,274,416,325
RP23-387F1.5,10,1,1,17,12,8
RP23-370I17.4,0,0,0,0,0,0
Gm14417,0,0,0,0,0,0
Olfr1001-ps1,0,0,0,0,0,0
Ift46,407,264,275,156,201,161
Cd3g,8,2,4,0,6,2
Tmem25,8,1,8,3,2,3
Gm4759,3778,2714,1698,4121,2721,3159
Kars-ps1,0,0,0,0,0,0
Vmn2r3,0,0,0,0,0,0
Serpina3d-ps,0,0,0,0,0,0
2010016I18Rik,361,707,904,1119,1884,1757
Gm15300,0,0,0,0,0,0
Gm21163,0,0,0,0,0,0
Gm28230,1,2,2,2,0,0
Th,0,0,0,0,0,0
Gm29027,0,0,0,0,0,0
Xkr9,0,1,0,0,0,0
Gm28576,0,0,0,0,0,0
Gm20793,0,0,0,0,0,0
Gm2000,5475,6082,5411,4349,4823,4108
Gm28428,0,0,0,0,0,0
Dnm3os,173,127,116,117,94,85
Gm17374,0,0,0,0,0,0
Myl9,192,54,91,53,66,26
Gm28966,0,0,0,0,0,0
Gm29327,0,0,0,0,0,0
Gm28255,0,0,0,0,0,0
1700110C19Rik,16,12,12,6,9,6
Gm28925,0,0,0,0,0,0
Ost4,518,464,527,331,395,303
Gm28130,0,0,0,0,0,0
Gm29104,0,0,0,0,0,0
Mrpl45,389,301,559,202,269,214
Gm28689,0,0,0,0,0,0
Gm20842,0,0,0,0,0,0
Gm21779,0,0,0,0,0,0
Krt25,0,0,0,0,0,0
Gm28182,0,0,0,0,0,0
Gm29449,0,0,0,0,0,0
Gm20342,5776,7595,5734,6893,6611,5667
Gm43225,0,0,0,0,0,0
1700065J11Rik,0,0,0,0,0,0
Gm42789,4,0,0,1,0,0
Gm10941,2,0,2,3,0,0
Scamp4,165,48,194,14,54,1
Dohh,416,260,451,171,184,91
Ccdc105,0,0,0,0,0,0
Dcun1d2,483,448,391,350,438,305
Gtpbp1,1729,1180,2111,1336,1775,1104
Mrgpra2b,90,172,295,220,260,189
Zfp781,0,0,0,0,0,0
Gm28960,0,0,0,0,0,0
1700029J03Rik,0,0,0,0,0,0
Gm21599,0,0,0,0,0,0
Prr3,196,79,220,134,104,109
Scgb2b8-ps,0,0,0,0,0,0
Gm28590,0,0,0,0,0,0
Igkv3-4,0,0,0,0,0,0
2810402E24Rik,193,158,165,128,112,138
Gm28399,0,0,0,0,0,0
Gm29514,0,0,0,0,0,0
Ptov1,211,123,156,81,56,28
Olfr788,0,0,0,0,0,0
Myh15,0,0,0,0,0,0
Cyp2c69,0,0,0,0,0,0
Psd,5,1,1,1,0,0
C1ql4,0,0,0,0,0,0
Trim58,160,48,90,46,68,44
Tmprss13,0,0,0,0,0,1
Gm17482,0,0,0,0,0,0
Gm17139,0,0,0,0,0,0
Prl8a1,0,0,0,0,0,0
Olfr396-ps1,0,0,0,0,0,0
1010001N08Rik,0,0,0,0,0,0
Capsl,16,11,5,0,0,2
Zmynd8,1287,1135,1535,757,1095,785
Stmn4,0,3,1,0,4,0
Kcne2,0,0,0,0,0,0
Tbc1d13,1449,1018,1471,776,894,536
Gm3448,0,0,0,0,0,0
Smok4a,0,0,0,0,0,0
5-Mar,671,439,647,330,451,319
1700010H22Rik,0,0,3,0,0,0
AY702103,0,0,0,0,0,0
Pdzd11,426,362,615,236,378,203
Arhgef33,7,2,1,0,0,0
Stfa3,21,316,117,1335,1643,896
Wbscr25,0,0,0,0,0,0
Aldh6a1,343,262,271,166,251,178
Vsx2,0,0,0,0,0,0
Fam161b,38,30,39,21,38,25
Coq6,140,96,136,71,74,35
Entpd5,1062,1227,1461,1269,1433,921
Pemt,34,20,45,10,13,4
Cdh1,42,23,15,8,11,29
Gm9513,0,1,0,0,0,0
Mpp1,2456,2229,2233,1805,2405,1534
Gm3371,0,0,0,0,0,0
G6pdx,4024,5103,9577,4820,7746,4410
Zscan4d,0,0,0,0,0,0
Ckmt1,0,2,0,0,0,0
Tceal6,0,0,0,0,0,0
Gm43122,0,0,0,0,0,0
Gm34728,0,0,0,2,3,1
Gm43029,198,230,209,286,268,217
Gm42741,0,0,0,0,0,0
4930557J02Rik,0,0,0,0,0,0
Iah1,199,140,225,88,111,86
Gjd4,2,1,0,1,0,2
Igkv9-120,0,0,1,0,0,0
Zfp131,588,1458,1509,1650,1919,1651
Gm14345,0,0,0,0,0,0
Trav3n-3,0,0,0,0,0,0
AC132444.3,0,0,0,0,0,0
Olfr130,0,0,0,0,0,0
Vmn1r129,0,0,0,0,0,0
1700001K19Rik,0,0,1,0,0,0
Gm9999,0,0,0,0,0,0
Dffb,213,149,237,125,122,91
Trp73,0,1,0,0,0,0
Mfn2,1342,827,1681,360,918,530
Miip,475,390,587,304,281,233
