,TCGA-DD-A11D-01A-11R-A131-07,TCGA-DD-AACT-01A-11R-A41C-07,TCGA-G3-AAUZ-01A-11R-A38B-07,TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000127184,5560,4520,13836,14897
ENSG00000127191,573,400,2414,271
ENSG00000127220,629,847,1077,641
ENSG00000127241,4289,1987,4191,15673
ENSG00000127249,446,1,9,28
ENSG00000127252,0,0,5,5
ENSG00000127311,42,94,77,103
ENSG00000127314,665,402,436,1103
ENSG00000127318,0,0,0,0
ENSG00000127324,5112,2899,116,3767
ENSG00000127325,0,0,0,0
ENSG00000127328,338,242,491,350
ENSG00000127329,392,321,489,1232
ENSG00000127334,153,141,358,308
ENSG00000127337,138,129,400,337
ENSG00000127362,0,0,0,0
ENSG00000127364,0,2,1,1
ENSG00000127366,0,4,3,2
ENSG00000127377,0,2,0,1
ENSG00000127399,425,456,1246,1173
ENSG00000127412,0,0,1,3
ENSG00000127415,931,260,414,202
ENSG00000127418,2185,1907,946,3006
ENSG00000127419,1111,743,773,1108
ENSG00000127423,4,12,51,23
ENSG00000127445,847,1209,2203,1253
ENSG00000127452,213,322,383,473
ENSG00000127463,765,1003,1075,1457
ENSG00000127472,35,82,158,196
ENSG00000127481,2521,1305,2437,8263
ENSG00000127483,2190,1579,2268,2687
ENSG00000127507,16,19,21,115
ENSG00000127511,485,815,454,498
ENSG00000127515,0,0,0,0
ENSG00000127526,1226,1381,1033,1554
ENSG00000127527,585,607,512,402
ENSG00000127528,666,192,807,1255
ENSG00000127529,0,0,0,0
ENSG00000127530,0,0,0,0
ENSG00000127533,159,16,174,12
ENSG00000127540,1504,2452,8070,5092
ENSG00000127554,309,663,1386,761
ENSG00000127561,1,10,3,5
ENSG00000127564,53,114,482,5
ENSG00000127578,16,11,46,10
ENSG00000127580,461,525,1029,608
ENSG00000127585,371,255,400,22
ENSG00000127586,111,225,707,55
ENSG00000127588,0,0,0,0
ENSG00000127589,10,7,21,14
ENSG00000127603,3294,1628,2104,3840
ENSG00000127616,1998,1718,2056,1065
ENSG00000127663,651,809,4868,1261
ENSG00000127666,732,1055,963,647
ENSG00000127720,59,39,84,119
ENSG00000127743,0,0,1,0
ENSG00000127774,38,74,96,138
ENSG00000127780,0,0,0,0
ENSG00000127804,163,445,268,516
ENSG00000127824,1461,1563,1528,2127
ENSG00000127831,12,484,51,2318
ENSG00000127837,2384,1574,2955,5250
ENSG00000127838,10125,6923,5743,6489
ENSG00000127863,9,10,8,51
ENSG00000127870,391,441,149,556
ENSG00000127884,21240,20661,25076,54013
ENSG00000127903,4,6,5,10
ENSG00000127914,1653,813,1083,2906
ENSG00000127920,449,500,943,1158
ENSG00000127922,3292,3385,6615,3296
ENSG00000127928,0,0,1,0
ENSG00000127946,1595,778,790,1304
ENSG00000127947,938,758,487,793
ENSG00000127948,40813,8579,34135,23059
ENSG00000127951,140,235,570,1626
ENSG00000127952,648,747,967,814
ENSG00000127954,479,1199,237,1356
ENSG00000127955,573,599,454,1335
ENSG00000127957,14,41,36,22
ENSG00000127980,957,422,354,733
ENSG00000127989,131,240,116,376
ENSG00000127990,493,117,69,377
ENSG00000127993,177,189,165,213
ENSG00000127995,487,181,197,477
ENSG00000128000,136,106,81,163
ENSG00000128011,11,30,103,34
ENSG00000128016,5692,2181,4371,22804
ENSG00000128039,1010,309,1337,924
ENSG00000128040,1,1,0,1
ENSG00000128045,7,12,7,16
ENSG00000128050,3456,2014,3819,4853
ENSG00000128052,720,779,552,1534
ENSG00000128059,200,122,304,257
ENSG00000128159,1175,696,685,533
ENSG00000128165,583,600,386,66
ENSG00000128185,2249,884,9261,5763
ENSG00000128191,487,339,645,746
ENSG00000128203,8,9,26,32
ENSG00000128218,2,18,19,17
ENSG00000128228,1559,2037,3097,1161
ENSG00000128242,121,14,147,54
ENSG00000128245,5348,2112,2174,1742
ENSG00000128250,0,0,1,6
ENSG00000128253,1,3,0,18
ENSG00000128254,0,2,1,0
ENSG00000128262,5,24,15,1
ENSG00000128266,20,52,97,28
ENSG00000128268,25,17,20,17
ENSG00000128271,49,53,178,75
ENSG00000128272,3493,4549,10448,8332
ENSG00000128274,113,87,231,110
ENSG00000128276,0,0,0,0
ENSG00000128283,3742,3828,5632,4580
ENSG00000128284,1558,772,1325,1478
ENSG00000128285,436,32,313,163
ENSG00000128294,3437,2329,2632,3809
ENSG00000128298,289,46,178,13
ENSG00000128309,12347,4912,26074,15395
ENSG00000128310,9,2,1,1
ENSG00000128311,19355,4825,18401,25023
ENSG00000128313,3,111,5,3
ENSG00000128322,0,0,1,0
ENSG00000128335,2740,1593,1387,2230
ENSG00000128340,123,381,632,681
ENSG00000128342,9,77,90,65
ENSG00000128346,5,5,1,7
ENSG00000128383,0,8,2,24
ENSG00000128394,58,69,110,130
ENSG00000128408,0,12,30,2
ENSG00000128422,5,5,32,1
ENSG00000128438,0,3,1,0
ENSG00000128463,1552,1381,2331,2663
ENSG00000128482,13,17,22,22
ENSG00000128487,61,90,85,70
ENSG00000128510,4,6,0,0
ENSG00000128512,1009,812,298,844
ENSG00000128513,497,283,295,650
ENSG00000128519,0,0,0,0
ENSG00000128524,972,1569,2226,1343
ENSG00000128534,324,225,668,433
ENSG00000128536,113,60,66,107
ENSG00000128563,434,535,752,324
ENSG00000128564,1,0,18,1
ENSG00000128567,558,618,820,499
ENSG00000128573,230,9,0,113
ENSG00000128578,73,22,45,6
ENSG00000128581,269,163,366,305
ENSG00000128585,1233,421,425,1534
ENSG00000128590,3726,4778,1472,5191
ENSG00000128591,29,1052,10,115
ENSG00000128594,10,43,12,134
ENSG00000128595,2806,2914,931,2216
ENSG00000128596,2,6,4,4
ENSG00000128602,2596,2332,1524,2110
ENSG00000128604,416,255,151,471
ENSG00000128606,22,36,52,93
ENSG00000128607,3012,1765,1684,2732
ENSG00000128609,1882,1250,1919,2901
ENSG00000128610,16,0,47,0
ENSG00000128617,40,65,17,28
ENSG00000128626,617,1045,3905,1479
ENSG00000128641,6667,4216,6539,20433
ENSG00000128645,1,0,0,0
ENSG00000128652,5,1,0,1
ENSG00000128654,584,562,403,825
ENSG00000128655,240,70,24,250
ENSG00000128656,44,38,31,42
ENSG00000128683,0,2,0,0
ENSG00000128692,1,3,1,2
ENSG00000128694,179,127,201,269
ENSG00000128699,400,406,669,689
ENSG00000128708,565,331,746,742
ENSG00000128709,102,0,0,1
ENSG00000128710,7,0,0,2
ENSG00000128713,0,0,0,0
ENSG00000128714,1,0,0,0
ENSG00000128731,1071,568,937,1447
ENSG00000128739,310,364,857,1792
ENSG00000128789,700,794,1202,1468
ENSG00000128791,264,158,79,362
ENSG00000128805,16,24,46,12
ENSG00000128815,21,65,125,180
ENSG00000128829,1518,1025,1096,1815
ENSG00000128833,596,190,270,175
ENSG00000128849,2966,3404,2933,3940
ENSG00000128872,86,105,39,122
ENSG00000128881,152,139,119,238
ENSG00000128886,9,8,13,5
ENSG00000128891,164,132,155,227
ENSG00000128908,586,385,638,708
ENSG00000128915,298,308,360,730
ENSG00000128917,637,195,342,282
ENSG00000128918,43,118,192,234
ENSG00000128923,260,142,180,367
ENSG00000128928,4780,1857,4964,14324
ENSG00000128944,286,159,362,186
ENSG00000128951,565,554,1562,620
ENSG00000128965,384,53,723,62
ENSG00000128973,1034,1365,1480,973
ENSG00000128989,1396,1910,1999,2238
ENSG00000129003,978,552,459,1016
ENSG00000129007,293,106,252,229
ENSG00000129009,64,226,319,489
ENSG00000129028,41,23,40,64
ENSG00000129038,71,245,306,76
ENSG00000129048,4,4,4,19
ENSG00000129055,1068,856,1258,1800
ENSG00000129071,772,615,676,698
ENSG00000129083,3057,2117,1417,3586
ENSG00000129084,995,964,1722,1552
ENSG00000129103,7435,3309,3306,4727
ENSG00000129116,793,2189,549,1121
ENSG00000129128,2761,2039,2930,3942
ENSG00000129151,72,46,1024,3276
ENSG00000129152,0,0,0,0
ENSG00000129158,262,188,368,534
ENSG00000129159,0,1,0,0
ENSG00000129167,1,1,2,3
ENSG00000129170,0,0,0,0
ENSG00000129173,21,55,127,0
ENSG00000129187,1173,1130,1566,2791
ENSG00000129194,12,4,2,17
ENSG00000129195,5,5,9,5
ENSG00000129197,180,415,349,503
ENSG00000129204,4,5,4,9
ENSG00000129214,409,2214,237,6856
ENSG00000129219,291,496,249,314
ENSG00000129221,0,0,0,0
ENSG00000129226,8,35,36,38
ENSG00000129235,517,1535,1137,1738
ENSG00000129244,90,73,60,433
ENSG00000129245,432,956,649,1145
ENSG00000129250,3900,6500,2768,7418
ENSG00000129255,1593,2220,2874,5740
ENSG00000129292,483,588,820,754
ENSG00000129295,21,9,10,12
ENSG00000129315,446,287,372,681
ENSG00000129317,225,201,174,296
ENSG00000129347,446,580,799,448
ENSG00000129351,2588,2605,3108,2894
ENSG00000129353,627,619,1129,1193
ENSG00000129354,4,250,289,27
ENSG00000129355,52,93,235,136
ENSG00000129422,1499,2631,937,3159
ENSG00000129437,0,4,0,0
ENSG00000129450,15,67,63,169
ENSG00000129451,4,0,0,5
ENSG00000129455,0,0,0,0
ENSG00000129460,393,417,917,695
ENSG00000129465,13,28,31,44
ENSG00000129467,122,132,336,73
ENSG00000129472,212,217,175,230
ENSG00000129473,360,247,438,776
ENSG00000129474,923,1097,856,809
ENSG00000129480,183,195,209,534
ENSG00000129484,248,221,562,398
ENSG00000129493,407,338,275,553
ENSG00000129514,1048,715,607,849
ENSG00000129515,447,545,381,1263
ENSG00000129518,650,603,1158,1540
ENSG00000129521,47,59,11,122
ENSG00000129534,99,70,143,141
ENSG00000129535,36,78,97,147
ENSG00000129538,651,523,1674,1296
ENSG00000129559,1248,1131,3072,1996
ENSG00000129562,2931,3348,5716,4432
ENSG00000129566,404,279,339,379
ENSG00000129595,99,15,9,158
ENSG00000129596,6479,2942,5685,12725
ENSG00000129625,6583,3274,3460,8358
ENSG00000129636,2752,1692,630,2858
ENSG00000129646,38,85,153,24
ENSG00000129654,0,0,12,13
ENSG00000129657,1137,627,760,1413
ENSG00000129667,408,420,610,257
ENSG00000129673,0,0,8,1
ENSG00000129675,109,188,130,354
ENSG00000129680,163,196,150,262
ENSG00000129682,311,79,62,47
ENSG00000129691,600,804,516,1257
ENSG00000129696,223,226,147,289
ENSG00000129744,0,0,0,0
ENSG00000129749,4,6,18,3
ENSG00000129757,32,46,144,222
ENSG00000129810,19,28,100,4
ENSG00000129816,0,0,0,0
ENSG00000129824,10,3,11493,6237
ENSG00000129845,0,0,0,0
ENSG00000129862,0,0,0,0
ENSG00000129864,0,0,0,0
ENSG00000129873,0,0,0,0
ENSG00000129910,13,49,2,8
ENSG00000129911,835,757,790,550
ENSG00000129925,3208,5416,2026,3378
ENSG00000129932,236,386,746,365
ENSG00000129933,654,767,553,956
ENSG00000129946,1195,3559,1398,2984
ENSG00000129951,0,2,0,0
ENSG00000129965,0,1,0,775
ENSG00000129968,390,646,1071,567
ENSG00000129988,17150,84139,11829,22068
ENSG00000129990,2,2,0,0
ENSG00000129991,0,0,1,0
ENSG00000129993,29,80,51,466
ENSG00000130005,10298,13367,14302,27072
ENSG00000130021,316,281,247,448
ENSG00000130023,517,394,628,803
ENSG00000130024,896,862,1271,1487
ENSG00000130032,25,3,7,0
ENSG00000130035,0,5,8,2
ENSG00000130037,3,1,2,14
ENSG00000130038,157,20,50,29
ENSG00000130045,0,0,1,5
ENSG00000130052,292,268,279,616
ENSG00000130054,2,25,4,3
ENSG00000130055,2,0,0,1
ENSG00000130066,9608,5117,22095,16094
ENSG00000130119,106,43,58,127
ENSG00000130147,3350,956,1322,1442
ENSG00000130150,224,208,114,332
ENSG00000130158,894,672,572,685
ENSG00000130159,1105,1373,2705,3279
ENSG00000130164,3277,2305,2331,6845
ENSG00000130165,921,930,2164,1920
ENSG00000130167,0,0,0,1
ENSG00000130173,2967,5990,619,1328
ENSG00000130175,12985,13954,14129,12428
ENSG00000130176,41,113,79,179
ENSG00000130177,842,889,1143,1301
ENSG00000130182,2,0,3,0
ENSG00000130193,2081,2475,4838,2793
ENSG00000130202,4785,8012,9041,4026
ENSG00000130203,146389,343974,519620,449806
ENSG00000130204,1040,1489,3074,1399
ENSG00000130208,67049,138151,469914,400906
ENSG00000130222,2276,610,12936,2366
ENSG00000130224,15,11,14,18
ENSG00000130226,0,0,0,5
ENSG00000130227,857,948,642,1395
ENSG00000130234,104,54,46,77
ENSG00000130244,329,532,677,416
ENSG00000130254,1033,1062,1677,941
ENSG00000130255,3844,7976,29254,10468
ENSG00000130270,177,138,162,16
ENSG00000130283,0,0,0,0
ENSG00000130287,0,0,13,7
ENSG00000130294,5,4,3,51
ENSG00000130299,328,571,495,278
ENSG00000130300,3904,1814,4264,483
ENSG00000130303,5403,9724,15236,3193
ENSG00000130304,627,324,627,738
ENSG00000130305,595,585,1041,597
ENSG00000130307,54,62,162,84
ENSG00000130309,2224,2568,2205,1731
ENSG00000130311,577,1048,1031,825
ENSG00000130312,1405,1766,4291,5295
ENSG00000130313,846,903,2886,1784
ENSG00000130332,388,850,1443,821
ENSG00000130338,430,589,298,414
ENSG00000130340,2227,1596,1488,3158
ENSG00000130347,203,324,220,369
ENSG00000130348,422,556,504,570
ENSG00000130349,296,545,447,643
ENSG00000130363,220,151,164,227
ENSG00000130368,0,0,0,0
ENSG00000130377,0,0,1,1
ENSG00000130382,999,1880,1250,1378
ENSG00000130383,6,0,5,6
ENSG00000130385,0,0,0,0
ENSG00000130396,3067,2111,1844,2757
ENSG00000130402,7635,8010,5548,8750
ENSG00000130413,0,0,2,4
ENSG00000130414,1843,2037,3320,4737
ENSG00000130427,42,102,9,247
ENSG00000130429,3741,4437,2999,2567
ENSG00000130433,0,1,1,2
ENSG00000130449,208,72,136,249
ENSG00000130475,8,52,42,65
ENSG00000130477,0,24,3,5
ENSG00000130479,623,629,795,581
ENSG00000130487,90,31,25,9
ENSG00000130489,437,335,980,909
ENSG00000130508,887,546,430,857
ENSG00000130511,492,576,994,548
ENSG00000130513,1569,598,6177,1131
ENSG00000130517,1083,1048,2372,3232
ENSG00000130518,121,34,233,182
ENSG00000130520,2160,2163,6727,2401
ENSG00000130522,4444,2700,13818,7233
ENSG00000130528,69,28,51,132
ENSG00000130529,614,328,611,236
ENSG00000130538,0,0,0,0
ENSG00000130540,9,33,0,0
ENSG00000130544,140,144,165,99
ENSG00000130545,392,663,810,718
ENSG00000130558,17,85,67,208
ENSG00000130559,393,297,380,455
ENSG00000130560,528,517,1024,1045
ENSG00000130561,0,0,0,1
ENSG00000130584,166,157,382,450
ENSG00000130589,1965,1273,895,843
ENSG00000130590,310,297,102,120
ENSG00000130592,245,536,867,999
ENSG00000130595,2,5,14,0
ENSG00000130598,0,9,35,9
ENSG00000130600,121,514,400,1052
ENSG00000130612,0,0,5,2
ENSG00000130635,912,1558,1040,460
ENSG00000130638,2863,1528,2095,3528
ENSG00000130640,1428,1004,1805,1998
ENSG00000130643,1,0,5,1
ENSG00000130649,24435,62890,3636,239105
ENSG00000130653,501,485,439,1275
ENSG00000130656,0,0,0,1
ENSG00000130669,919,1181,1260,1020
ENSG00000130675,0,0,0,0
ENSG00000130684,11,35,3,21
ENSG00000130695,185,193,234,187
ENSG00000130699,341,431,298,405
ENSG00000130700,1,10,7,41
ENSG00000130701,0,0,1,1
ENSG00000130702,1351,1473,1468,578
ENSG00000130703,839,1009,755,1051
ENSG00000130706,3098,3238,4213,3790
ENSG00000130707,24778,9028,445167,293164
ENSG00000130711,9,3,10,1
ENSG00000130713,244,240,512,489
ENSG00000130714,940,566,1207,1335
ENSG00000130717,846,879,1720,1705
ENSG00000130720,0,5,0,0
ENSG00000130723,1664,866,510,2242
ENSG00000130724,3381,3169,6522,4900
ENSG00000130725,959,1285,2675,1171
ENSG00000130726,2896,3151,6301,4469
ENSG00000130731,817,896,2734,1489
ENSG00000130733,1472,2207,644,1295
ENSG00000130734,223,446,358,244
ENSG00000130741,1990,1744,2404,3544
ENSG00000130748,147,156,826,179
ENSG00000130749,769,543,611,702
ENSG00000130751,5,15,36,8
ENSG00000130755,186,292,937,669
ENSG00000130758,261,258,291,142
ENSG00000130762,278,1215,403,100
ENSG00000130764,1154,1175,1731,2338
ENSG00000130766,616,467,2229,1720
ENSG00000130768,129,6,240,34
ENSG00000130770,2906,2738,6181,4914
ENSG00000130772,496,375,784,538
ENSG00000130775,137,173,429,452
ENSG00000130779,1088,1224,1586,2230
ENSG00000130783,0,2,3,3
ENSG00000130787,1399,1107,955,967
ENSG00000130803,390,405,532,634
ENSG00000130810,77,115,351,86
ENSG00000130811,2333,3885,6272,4509
ENSG00000130812,108,107,172,1460
ENSG00000130813,1246,2960,2970,3232
ENSG00000130816,555,706,1045,451
ENSG00000130818,142,28,83,146
ENSG00000130821,132,65,104,330
ENSG00000130822,1,0,0,5
ENSG00000130826,544,450,617,872
ENSG00000130827,503,267,67,131
ENSG00000130829,9,210,371,21
ENSG00000130830,699,926,1062,1113
ENSG00000130844,1271,44,47,393
ENSG00000130856,152,99,88,162
ENSG00000130876,0,1,1,4
ENSG00000130881,1453,2796,1080,3334
ENSG00000130921,126,304,522,371
ENSG00000130935,542,557,1027,1146
ENSG00000130939,448,739,1037,1718
ENSG00000130940,41,59,115,108
ENSG00000130943,8,7,8,7
ENSG00000130948,39,9,64,7
ENSG00000130950,0,1,1,3
ENSG00000130956,313,142,287,426
ENSG00000130957,1,0,1,4
ENSG00000130958,941,1005,1711,1946
ENSG00000130962,291,196,129,485
ENSG00000130985,9761,4025,4973,7295
ENSG00000130988,3709,3727,6697,9794
ENSG00000130997,10,13,17,27
ENSG00000131002,1,1,270,278
ENSG00000131007,0,0,1,0
ENSG00000131013,272,393,235,567
ENSG00000131015,45,4,8,8
ENSG00000131016,1681,221,268,808
ENSG00000131018,654,628,775,1958
ENSG00000131019,0,1,0,4
ENSG00000131023,478,351,298,503
ENSG00000131037,4,11,29,21
ENSG00000131042,46,103,185,259
ENSG00000131043,830,863,1330,1672
ENSG00000131044,0,1,0,2
ENSG00000131050,0,6,0,0
ENSG00000131051,2118,2718,2631,2592
ENSG00000131055,72,10,151,9
ENSG00000131059,0,0,0,0
ENSG00000131061,127,133,208,119
ENSG00000131067,543,258,546,605
ENSG00000131068,0,0,0,0
ENSG00000131069,2404,1189,4554,5414
ENSG00000131080,7,3,58,24
ENSG00000131089,233,147,221,385
ENSG00000131094,144,4,1005,9
ENSG00000131095,31,27,46,6
ENSG00000131096,4,1,4,5
ENSG00000131097,37,9,46,3
ENSG00000131100,1551,2549,2531,2321
ENSG00000131115,137,117,86,233
ENSG00000131116,418,461,1623,895
ENSG00000131126,0,0,2,0
ENSG00000131127,11,39,16,146
ENSG00000131142,82,112,39,4
ENSG00000131143,6491,10708,11799,16427
ENSG00000131148,351,499,412,644
ENSG00000131149,1526,909,385,1420
ENSG00000131152,2,13,0,4
ENSG00000131153,98,181,375,39
ENSG00000131165,1334,2236,1325,2421
ENSG00000131171,867,400,879,1260
ENSG00000131174,2827,2356,6036,5372
ENSG00000131183,0,9,20,106
ENSG00000131187,45748,8375,20739,40627
ENSG00000131188,40,117,65,31
ENSG00000131196,74,121,137,192
ENSG00000131203,63,16,60,27
ENSG00000131233,0,2,1,1
ENSG00000131236,4338,3390,3187,5830
ENSG00000131238,1233,908,1185,1802
ENSG00000131242,347,260,1541,886
ENSG00000131263,598,338,371,1024
ENSG00000131264,0,0,0,0
ENSG00000131269,531,223,586,1140
ENSG00000131323,300,204,445,411
ENSG00000131351,58,134,288,160
ENSG00000131355,0,0,0,49
ENSG00000131368,876,1041,2507,2194
ENSG00000131370,160,95,15,267
ENSG00000131373,892,529,1257,2544
ENSG00000131374,1102,927,663,1522
ENSG00000131375,535,266,345,910
ENSG00000131378,588,808,2036,1226
ENSG00000131379,0,2,4,1
ENSG00000131381,399,347,484,800
ENSG00000131386,262,133,88,444
ENSG00000131389,39,70,93,243
ENSG00000131398,102,118,112,98
ENSG00000131400,12,21,23,3
ENSG00000131401,20,98,218,258
ENSG00000131408,2413,2675,3023,2705
ENSG00000131409,49,47,64,57
ENSG00000131435,19,18,30,15
ENSG00000131437,121,78,62,61
ENSG00000131446,12852,9791,9319,11066
ENSG00000131459,8,20,7,69
ENSG00000131462,350,668,1736,565
ENSG00000131467,1774,1248,1932,1777
ENSG00000131469,5705,7161,67004,17544
ENSG00000131470,8,16,68,17
ENSG00000131471,641,444,382,983
ENSG00000131473,3465,1429,1333,1314
ENSG00000131475,965,1043,2967,1966
ENSG00000131477,175,180,768,326
ENSG00000131480,30,11,37,33
ENSG00000131482,44661,4895,26051,31086
ENSG00000131484,0,0,0,0
ENSG00000131495,2343,1643,6181,3989
ENSG00000131503,124,66,137,145
ENSG00000131504,9310,4926,4776,10252
ENSG00000131507,8429,4128,5059,7619
ENSG00000131508,1190,799,1703,1831
ENSG00000131538,0,0,0,0
ENSG00000131548,0,0,0,0
ENSG00000131558,1591,747,1078,1299
ENSG00000131584,982,705,1046,526
ENSG00000131591,176,150,407,105
ENSG00000131620,3484,1930,603,4816
ENSG00000131626,836,933,566,1048
ENSG00000131634,358,452,604,642
ENSG00000131650,2,5,14,0
ENSG00000131652,294,515,957,603
ENSG00000131653,1530,2750,1165,2194
ENSG00000131668,1,43,0,3
ENSG00000131669,2139,2959,2934,2953
ENSG00000131686,0,0,0,1
ENSG00000131697,16,147,17,66
ENSG00000131711,375,238,279,263
ENSG00000131721,0,0,0,0
ENSG00000131724,4564,3635,2577,7741
ENSG00000131725,554,355,206,601
ENSG00000131730,11,11,17,89
ENSG00000131732,572,409,901,791
ENSG00000131737,0,0,0,0
ENSG00000131738,0,0,0,0
ENSG00000131746,0,1,3,1
ENSG00000131747,304,431,1203,20
ENSG00000131748,900,957,2511,1501
ENSG00000131759,2037,817,2080,1533
ENSG00000131771,1,2,5,3
ENSG00000131773,186,235,468,419
ENSG00000131778,1192,1031,1041,1337
ENSG00000131779,856,965,704,1228
ENSG00000131781,5270,2556,9312,22061
ENSG00000131788,311,295,102,195
ENSG00000131791,1834,2217,1398,2253
ENSG00000131797,204,165,336,108
ENSG00000131808,0,0,0,0
ENSG00000131828,2728,1497,1809,3535
ENSG00000131831,1050,88,57,159
ENSG00000131844,5045,2134,1529,8843
ENSG00000131845,167,171,41,215
ENSG00000131848,56,60,68,86
ENSG00000131849,35,22,17,79
ENSG00000131864,0,0,0,0
ENSG00000131871,1449,1199,2043,1747
ENSG00000131873,284,154,310,435
ENSG00000131876,254,301,816,415
ENSG00000131885,0,0,2,0
ENSG00000131899,268,196,196,179
ENSG00000131910,2568,2427,6082,6034
ENSG00000131914,0,1,0,0
ENSG00000131931,175,213,129,349
ENSG00000131941,341,530,990,1096
ENSG00000131943,948,2338,1569,1514
ENSG00000131944,54,45,108,25
ENSG00000131951,0,1,12,2
ENSG00000131966,717,610,650,1150
ENSG00000131969,8,17,8,10
ENSG00000131979,2593,448,3825,2774
ENSG00000131981,9642,2174,517,1186
ENSG00000131982,0,0,0,0
ENSG00000132000,4,9,7,5
ENSG00000132002,1934,4476,2372,4150
ENSG00000132003,122,128,146,90
ENSG00000132004,145,101,279,167
ENSG00000132005,407,307,288,295
ENSG00000132010,2,11,10,16
ENSG00000132016,26,68,198,29
ENSG00000132017,385,427,599,393
ENSG00000132024,1330,1654,1543,967
ENSG00000132026,0,0,127,0
ENSG00000132031,53,2,2,4
ENSG00000132109,348,416,420,639
ENSG00000132122,98,16,39,112
ENSG00000132128,1176,889,1211,2115
ENSG00000132141,61,19,51,186
ENSG00000132153,1595,1215,2699,2071
ENSG00000132155,3168,2394,2671,4307
ENSG00000132164,81,0,1,166
ENSG00000132170,357,249,92,307
ENSG00000132182,979,1131,1311,1194
ENSG00000132185,2,7,14,6
ENSG00000132196,254,476,1093,418
ENSG00000132199,984,673,1385,2553
ENSG00000132204,2,0,5,5
ENSG00000132205,56,77,128,158
ENSG00000132207,1,10,1,0
ENSG00000132254,890,566,1734,1212
ENSG00000132256,1027,231,574,708
ENSG00000132259,5,0,3,2
ENSG00000132274,678,259,1409,866
ENSG00000132275,320,381,927,722
ENSG00000132286,453,409,836,935
ENSG00000132294,2518,1716,1707,3438
ENSG00000132297,0,0,0,0
ENSG00000132300,811,811,962,2029
ENSG00000132305,1666,1294,2339,3236
ENSG00000132313,767,710,888,1697
ENSG00000132321,11,2,1,10
ENSG00000132323,386,312,813,583
ENSG00000132326,722,249,369,505
ENSG00000132329,13,3744,8021,2274
ENSG00000132330,117,52,128,229
ENSG00000132334,79,150,87,323
ENSG00000132341,1837,1787,3717,3411
ENSG00000132356,2480,946,891,2652
ENSG00000132357,316,121,185,246
ENSG00000132359,71,33,17,162
ENSG00000132361,5896,6749,4884,12213
ENSG00000132376,286,466,724,1063
ENSG00000132382,588,1026,533,1019
ENSG00000132383,516,834,745,1580
ENSG00000132386,29301,20072,14947,50292
ENSG00000132388,648,842,358,1710
ENSG00000132394,730,496,1019,1249
ENSG00000132405,206,200,20,727
ENSG00000132406,195,295,137,400
ENSG00000132423,209,54,270,596
ENSG00000132424,666,498,476,770
ENSG00000132429,0,230,0,0
ENSG00000132432,1176,1158,2672,1642
ENSG00000132434,634,408,920,840
